StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94a,Q95a,Q159,Q96a,Q92,Q94b,Q95b,Q96b,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q111,Q112,Q113,Q114,Q115,Q117,Q118,Q119,Q157,Q158,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-23 15:58:54,2018-05-23 16:25:37,IP Address,,77,1603,False,2018-05-24 16:25:48,R_OvtH5HAGdAJNv7H,,,,,,,anonymous,HE,זכר,50,29,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,Yes,"GameDifficulty GetGameDifficulty(int rows, int cols, numberOfMines)",GameTime,Cell,check if the cell contain mine or noand process request accordinly,,,,,,,,,,,,,,,,,,,,,,,,,,,game,initialyze the cell for input,specify the row index of the next input,same answer as for row,void DrawGrid(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxBenefitsPerMonth,AmountPerBenefit,CountBenefits,"bool CheckQuota(int benefits, int amountNeeded, int amountUsed)",,,,,,,,,
2018-05-23 17:56:47,2018-05-23 18:04:06,IP Address,,71,439,False,2018-05-24 18:04:41,R_bkJUe9nhSrsvFdL,,,,,,,anonymous,HE,זכר,27,4,כן,תואר שני,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,2,לייצג את בחירת השחקנים במשחק,"Int -0,1,2","[1,2,3,4,5,6]",מותחת את התמונה בפקטור הנתון,this.width *= factor,,
2018-05-23 18:46:31,2018-05-23 19:04:04,IP Address,,95,1052,False,2018-05-24 19:04:25,R_1pDsYpd1T3whe7L,,,,,,,anonymous,HE,זכר,44,15,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"GetDifficulty(height,width,mines)",MgameElapsedTime,MCellState,מגלה מה יש בתא בקואורדינטות. ,,,,,,,,,,,,,,,,,,,,,,,,,,,MBoard,Sets an x or o in the specified location ,Defines placement row ,Defines placement column,DisplayBoard(step),,,,,,,,,,,MfileSize,Returns a list of files sorted alphanumerically ,A list or array of the files to be sorted ,A sorted list or array ,"CheckFileIncrease(file,newSize,spacer)",,,,,,,,,,,,,,,,,,,,,,מקבל את הקומה הרצויה ומפעיל פקודת עליה או ירידה במספר הקומות המתאים,RequestedFloor,CurrentFloor,FloorDelta,IsDoorOpen,"For I=0,I&lt;topfloor,I++ { CloseDoor GoUp(1) Opendoor",,,,,,,,,,,,,,משנה את גודל התמונה בפיקסלים כפול הפקטור שניתן,Width*=factor,,
2018-05-23 19:29:50,2018-05-23 19:33:33,IP Address,,95,223,False,2018-05-24 19:33:43,R_1kLBTtt7vYhw2eZ,,,,,,,anonymous,HE,זכר,36,12,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,Pay based on ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-24 22:58:23,2018-05-24 23:21:38,IP Address,,100,1394,True,2018-05-24 23:21:39,R_2xPPZUskhRIpZBo,,,,,,,anonymous,HE,נקבה,27,4,כן,תואר שני,1,כן,"gameLevel(int dimBoard, int numMokesh)",timer,boardProerties,"מציג לשחקן את מה שבמשבצת במקום השורה,תור",,,,,,,,,,,,,,,,,,,,,,,,cheeseLoc,cheeseLocPast,labyrinth,boardState,"מבצע את התור לפי בקשת השחקן. בהינתן והתא בלוח פנוי הוא כותב על הלוח, אחרת מציג שגיאה לשחקן",מייצג את מספר השורה בלוח,מייצג את מספר התור בלוח,boardDisplay(list boardMat),,,,,,,,,,,size,ממיין את במבנה נתונים לפי שמות הקבצים,רשימה של files,True אם זה הצליח למיין וFalse אם מסיבה כולשהי לא,"canIncreasw(file f,int space)",,,,,,"calcNumOfCaset(int shokoBis,float Canul, list paper)",מחשב רווח לפי מספר הקסטות הנמכרות פחות כמה שהן עלו., מספר הקסטות,כמה קסטה אחת עולה,בכמה קסטה אחת נמכרת,,,,,,,,,,,,,,,,,,benefitsLimit,LowBoundILS,numOfBenefitsAllowed,canUseBenefit(user u),,,,,,,,,,,,,
2018-05-25 00:16:41,2018-05-25 00:47:26,IP Address,,100,1845,True,2018-05-25 00:47:27,R_3PzvFr3aPqwGJJq,,,,,,,anonymous,HE,זכר,31,7,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"public static DifficultyLevel getDifficultyLevel(int boardSize, int minesCount)",timeElapsed,minesMap,"חושף את המשבצת במיקום הנתון, ומחזיר האם עלינו על מוקש (אמת) או לא (שקר).",,,,,,,,,,,,,,,,,,,,,targetLocation,visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחליט האם על המעלית לעלות או לרדת, בכמה קומות, ומבצע את הפקודה הרלוונטית.",desiredFloor,currentFloor,floorsToGo,isDoorClosed,,BENEFITS_ACCUMULATED_LIMIT,ILS_PER_BENEFIT,benefitsBalance,"boolean hasRemainingBenefits(int startingBalance, int amountUsed)",,,,,,,,,"[5,7,9]","משנה את גודל התמונה (בפיקסלים) ביחס הנתון בשני המימדים (לדוג', עבור פקטור 1.4 מגדילה את התמונה ב-40%).",width = (int) (width * factor),,
2018-05-25 10:16:26,2018-05-25 10:17:27,IP Address,,100,61,True,2018-05-25 10:17:28,R_3CZpJmHx5jwo2GN,,,,,,,anonymous,HE,זכר,27,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File_size,Gets a list of files and sorts them out by using their name ,"The lists of files, it's type is a list/array","Nothing, the function modifys the input","Increase_size(File file, int size_increase, int available_space)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25 13:15:50,2018-05-25 14:24:41,IP Address,,100,4131,True,2018-05-25 14:24:42,R_27CqI0ytDdhW9jS,,,,,,,anonymous,HE,זכר,31,12,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,locCheeseLocation,"lstVisitedRooms (אפשר לחלק את המבוך ל""חדרים"" ו""מעברים"" ולשמור אותם. כל ""חדר"" הוא מבוי סתום).","mzMaze. שמכיל את מיקום הגבינה, מיקום העכבר הנוכחי, רשימת החברים שהעכבר ביקר בהם. ועץ החדרים(/מעברים). חדרים הם data structure קצת יותר מורכב אם לא מדובר במבוך עם מעברים מלבניים.",,,,,,,,,"למה החלק הזה של השאלון באנגלית? לא אוהב כל כך את ההתייפיפות סביב ישראלים בישראל שמדברים אנגלית, במגזר ההייטק... לא מסתדר לי אידיאולוגית. לעניין השאלה: קלאסי לממש מטריצה (מערך של מערכים) שמכיל enums של: ריק, איקס, עיגול","מכיוון שלא קיים פרמטר איקס/עיגול, יש להניח שמדובר במתודה של אובייקט השחקן, כך שניתן לדעת על ידי זהות השחקן האם הוא איקס או עיגול. המתודה הזו אמורה לעשות כמה דברים:  1. לבדוק אם ניתן לסמן בלוח את הסימון החדש - אם לא (המשבצת תפוסה), להחזיר שגיאה.  2. לסמן את הסימון החדש במשבצת אם היא פנויה. 3. לבדוק אם יש נצחון לאחר הסימון החדש. ",לציין את השורה של המשבצת בה מתבצע הסימון החדש,לציין את העמודה של המשבצת בה מתבצע הסימון החדש,"התצוגה בדרך כלל רצה ב-thread נפרד, כך שפעולה שמתבצעת לא תתקע את ה-GUI. אם אני שומר את מצב הלוח במטריצה של enums, אז הייתי משתמש ב-updateBoardPresentation(matrix) כדי לעדכן את תצוגת הלוח. ",,,,,,dFileSize,נשמע אשכרה שמדובר כאן בטעות תרגום... מניח שמדובר ב-sort ולא ב-arrange (שהמשמעות שלו שונה). והיא מחזירה רשימה מסודרת של הקבצים לפי סדר אלפביתי.,"List של אובייקט File שמכיל Size,Name.",רשימת קבצים מסודרת לפי שם אלפביתי.,"bool IsEnoughSpaceForFileEnlarge(File file, double dNewSize, FileSystem fsFileSystem). כמובן שבתרחיש כזה לא מספיק לדעת *כמה* מקום פנוי יש על הדיסק, צריך גם לדעת כמה מקום פנוי רצוף יש על הדיסק. ה-FileSystem כבר ינהל איפה לשים את הקובץ. אם הייתי מקבל פרמטר כמה מקום פנוי רצוף הכי גדול יש על הדיסק, לא הייתי צריך פונקציה כדי לממש את הבדיקה הזו. בשורה אחת הייתי בודק. את הקובץ עצמו צריך רק כדי לחשב את המקום הפנוי הכי גדול על הדיסק כולל המקום של הקובץ הנוכחי, כמובן. ",,,,,,"int NumofCasetsFromIngredients(int nBiskwits, dIceCreamAmount, nShellWidth, nShellHeight)",מחזיר כמה רווח נקי יעשה אורי על מכירה של X פריטים.,את מספר הפריטים שנרצה לבדוק כמה רווח יהיה אם נמכור אותם,עלות ייצור פריט אחד,מחיר פריט אחד לצרכן,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,PRICE_FOR_BENEFIT,nEntitledBenefits,"bool IsEnoughBenefitsLeft(int nEntitledBenefits, int nUsedBenefits)",,,,,"הייתי מצפה שפונקציה על משחק אבן נייר ומספרים תהיה על סיבוב ספציפי של המשחק, והפרמטרים שלה יהיו הבחירות של כל אחד ולא השחקנים (מה זה אובייקט שחקן? השם והכתובת שלו?). לעניין השאלה, בתרחיש כמו שהצעתי הערך המוחזר צריך להיות id של השחקן שניצח.","id, שם, כל אובייקט השחקן... (פחות נכון לדעתי)",הפרמטרים הנוכחיים נראים לא שייכים למהות הפונקציה. לא מריצים את המשחק על השחקנים אלא על הבחירות שלהם במשחק. ,"בחירות במשחק יכולות להיות: אבן, נייר, מספרים. קלאסי לממש את זה עם enum, כמובן. ",,,,,
2018-05-21 23:23:38,2018-05-21 23:32:27,IP Address,,61,529,False,2018-05-25 19:26:44,R_1LG4DxAaJEwxNfB,,,,,,,anonymous,HE,נקבה,22,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coordinate-to-find,visited-coordinates,all-coordinates,,,,,,,,,,,,,,,,,,,,,32,מחזירה את רשימת הקבצים כאשר הרשימה ממויינת לפי סדר אלפבתי של השמות,מערך של אובייקטים מסוג file (המכיל שם של קובץ וכתובת לזיכרון)  ,אותה רשימה כאשר יש כאן חשיבות לסדר,"reallocate-file(file, add-size, free-memory)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 23:18:00,2018-05-21 23:20:44,IP Address,,46,163,False,2018-05-25 19:30:41,R_10o3GhNckfm5tH9,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Integer,Boolean,אובייקטים ,"Integer,String",,,,,
2018-05-21 22:18:26,2018-05-21 22:20:31,IP Address,,67,124,False,2018-05-25 19:32:11,R_1InRdjsbBsUYm86,,,,,,,anonymous,HE,נקבה,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מגדילה את התמונה פי פקטור,Img.width ×= factor,,
2018-05-21 22:03:03,2018-05-21 22:17:41,IP Address,,84,877,False,2018-05-25 19:33:42,R_OB693p8tAQVMAYV,,,,,,,anonymous,HE,זכר,29,12,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gameBoard,Play the next player turn In the given position,Indicates the row in the game grid the current user choose to play,Indicates the column in the game grid the current user choose to play,displayBoard(board),,,,,,,,,,,,,,,,,,,,,"int getNumOfSandwiches(int biscuits, int iceCreamCups, int wrappingPaperWidth, int wrappingPaperHeight)",Calculate the profit given the number of units sold at the given price (per unit) taking Into account the cost for each unit ,Number of units sold ,The cost of single unit,The price of a single unit,,,,,,,,,,,,,MAX_BENEFITES_PER_MONTH,AMOUNT_PER_BENEFIT,current_month_benefits_count,"boolean canUseBenefit(int totalBenefits, int usedBenefits)",,,,,הטיפוס של הפרמטרים,אחד מן הפרמטרים,לספק פרטים על שני השחקנים,"מחרוזות, אובייקט, מספר (אינדקס)",,,,,
2018-05-21 13:09:33,2018-05-23 09:07:06,IP Address,,19,158252,False,2018-05-25 19:34:03,R_1FeJwtbdEPoNFsC,,,,,,,anonymous,HE,זכר,28,4,כן,תואר שני,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,6,7]",,,,
2018-05-21 20:36:15,2018-05-21 21:22:37,IP Address,,71,2781,False,2018-05-25 19:34:23,R_23gbxwihAZANacz,,,,,,,anonymous,HE,זכר,27,8,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מקבל קומה נוכחית וקומת יעד, ומחשב האם צריך לעלות או לרדת (במידה והקומה הנוכחית והיעד שונות) ואם כן אז כמה קומות",destination_floor,current_floor,destination_offset,door_stat,:(for i in xrange(max_floor (go_up(1 ()open_door,,,,,,,,,bool,"1 או 0 במקרה של bool, או string של מזהה של השחקן שניצח, או שאין ערך חזרה ומעודכן בתוך הclass של השחקן אם הפסיד או ניצח","לייצג את הבחירה של השחקן (אבן, נייר או מספריים)","'- ערך מספרי שמייצג את הבחירה (אבן, נייר, מספריים) - או class שמייצג שחקן ובתוך יש משתנה שמייצג את הבחירה של השחקן (אבן, נייר, מספריים). - string שמייצג את הבחירה של השחקן",,,,,
2018-05-21 20:43:09,2018-05-21 20:56:38,IP Address,,74,808,False,2018-05-25 19:34:24,R_25u6TkFWJ6TjgPQ,,,,,,,anonymous,HE,זכר,17,1,כן,תואר ראשון,2,,,,,,Yes,"public int getDifficulty(int gridSize, int numOfMines)",gameTimer,numberOfMines,reveals the desired square in a specific row and column,משלם את השכר הדרוש לעובד,מייצג את כמות השעות שהעובד עבד,מייצג את השכר לשעה של העובד,"public void pay (hours, rate) {     salary = hours * rate;     addSalary(salary); }",FULL_TIME_JOB_RATE,ADDITIONAL_TIME_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 20:23:44,2018-05-21 20:24:40,IP Address,,50,55,False,2018-05-25 19:34:24,R_31GGCrtEDmUSlPZ,,,,,,,anonymous,HE,אחר,,,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,7,9",,,,
2018-05-21 18:21:18,2018-05-21 18:44:27,IP Address,,65,1389,False,2018-05-25 19:35:03,R_78K4JrU6J7NxdEl,,,,,,,anonymous,HE,זכר,28,5,כן,תואר שני,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,__size,sort the files in alphabetical order,the parameter is a container of the files an its probably an array,an array of the sorted files,"check_available_size(file, size)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 19:33:57,2018-05-21 19:44:17,IP Address,,69,620,False,2018-05-25 19:35:27,R_2BaZNcwmT8PBaic,,,,,,,anonymous,HE,נקבה,22,5,כן,תואר ראשון,2,כן,Int get_level(int size) - ללוח ריבועי..אם לא ריבועי אז 2 פרמטרים,Total_time,Map_of_bombs,חושף את הנקודה הנתונה ואת הערכים שמסביבה (כלומר לאחר בחירת הנקודה עי המשתמש),,,,,,מחשב את המשכורת לפי מספר שעות וערך לשעה,מספר השעות שהעובד עבד,שכר לשעה," Pay(hours,rate) Return hours*rate;",Hours_for_week,Bonus_for_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ערך מתוך enum,"A,B, שויון",מצב במשחק של שחקן A ומצב במשחק של שחקן B,"Enums... אפשר לייצג ע""י ערכים - אבן נייר ומספריים ף, למשל עי ספרות",,,,,
2018-05-21 15:49:34,2018-05-21 19:40:51,IP Address,,15,13876,False,2018-05-25 19:35:28,R_3JfTWZzmBpXAtA8,,,,,,,anonymous,HE,זכר,34,14,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playerType,"reference (or pointer) to the winner player, on null in case of error",To get a play result,"Class of a player, probably with Play() method",,,,,
2018-05-21 19:20:54,2018-05-21 19:32:53,IP Address,,57,719,False,2018-05-25 19:35:29,R_1Fsa7kFUF9DrKTi,,,,,,,anonymous,HE,זכר,27,10,כן,תואר שני,1,,,,,,Yes,"(Int level(int grid_size, int num_mines",game_time,num_of_mines,לחשוף את מה שנמצא במיקום שמתקבל בתור פרמטר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט האם המעלית צריכה לעלות או לרדת,i_dest_floor,i_src_floor,i_delta_floor,b_elevator_door_state,"for(int i=0, i",,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 19:04:29,2018-05-21 19:06:24,IP Address,,60,114,False,2018-05-25 19:35:30,R_3I9vgzGybWhh2ml,,,,,,,anonymous,HE,זכר,29,5,כן,תואר שני,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שינוי בגודל התמונה לפי פקטור,Image.setWidth(newWidth(,,
2018-05-21 17:53:30,2018-05-21 18:36:48,IP Address,,94,2597,False,2018-05-25 19:35:32,R_yIq5A4wLPCvpPAR,,,,,,,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,state,"Puts a mark in the (row,col) location",The row of the mark,The column of the mark,displayBoard(Board state),,,,,,,,,,,size,Sorts the files in a lexographic increasing order,The list of files to sort. Its an enumerable/list type of files or file names,"The new sorted list, or nothing and sorts in place","IsValidSizeIncrease(File file, int increaseSize, int availableSize)",,,,,,"calcAmountOfPossibleCasatot(int biscuits, double iceCreamGlasses, int wrappingHeight, int wrappingWidth)",Calculates profit from selling the number of units after buying at the given cost and selling at price,number of units sold,cost to make a unit,price for each unit,,,,,,,,,,,,,,,,,,MAX_BENEFITS_NUM,ILS_TO_BENEFIT_RATE,currentNumBenefits,"getBenefitBalance(int numEntitledBenefits, int numUsedBenefits)",,,,,The type of playerA (and playerB),playerA or playerB,To give data about the player and his choice of action,"Rock, Paper Scissors",,,,,
2018-05-21 18:17:26,2018-05-21 18:19:05,IP Address,,60,98,False,2018-05-25 19:35:32,R_2dlOEWHqDKQWnUl,,,,,,,anonymous,HE,זכר,33,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-21 17:56:21,2018-05-21 18:05:21,IP Address,,87,539,False,2018-05-25 19:35:32,R_1JE0fQgf2TSQ2yr,,,,,,,anonymous,HE,זכר,28,2,כן,תואר שני,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 dimensional array,a player make his turn by indicating a row and a column,at what row does he choose to put X or a O,at what column does he choose to put X or a O,String display(),,,,,,,,,,,"int getNumProducts(int bisc, double vanillaCups, double wrappingPaperLen, double wrappingPaperWid)",computes the predicted profit by selling some product,how many pieces of that product are we going to sell,how much did it cost to produce this product,at what price are we going to sell this product to the consumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 18:03:11,2018-05-21 18:05:15,IP Address,,66,124,False,2018-05-25 19:35:33,R_3Hkr46sbacYIAOm,,,,,,,anonymous,HE,זכר,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Board,לסימון מהלך על הלוח,שורה בלוח,טור בלוח,display_board(board),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,7,9",,,,
2018-05-21 17:42:45,2018-05-21 17:44:43,IP Address,,62,118,False,2018-05-25 19:35:38,R_2YWAo39VtHdyaf2,,,,,,,anonymous,HE,נקבה,24,10,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CurrentBoard,To make a move,Row number,Column number,PrintBoard(Board board),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 16:08:14,2018-05-21 17:49:46,IP Address,,31,6092,False,2018-05-25 19:36:03,R_23dYmCbMJe3R8Kc,,,,,,,anonymous,HE,זכר,33,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,cheese_location,rooms_visited,maze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-21 16:29:23,2018-05-21 16:37:19,IP Address,,36,475,False,2018-05-25 19:36:07,R_3hzk5CHIDnSI0DT,,,,,,,anonymous,HE,זכר,33,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחשב כמה צריך לעלות או לרדת לפי לחיצת הנוסע ומבצע את בקשתו,selectedFloor,currentFloor,floorsDelta,doorState,currentFloor=0 while going up is possible go_up(1) open_door(),,,,,,,,,,,,,,,,,,,,משנה את גודל התמונה על פי הפקטור שניתן. למשל אם הפקטור חצי התמונה תקטן פי שניים.,image.width *= factor,,
2018-05-21 15:50:36,2018-05-21 16:35:19,IP Address,,82,2682,False,2018-05-25 19:36:07,R_2QhvVA90KgiejIQ,,,,,,,anonymous,HE,נקבה,42,13,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cur_cheese_loc,visited_rooms,labyrinth,,,,,,current_board_status,tells in which cell you mark your x or 0,The row 'coordination' of where to 'write' the x or o,The col 'coordination' of where to 'write' the x or o,"display_board(current_board_status, turn)",,,,,,,,,,,,,,,,"units(biscuits, ice_cream, paper)","מחשב את הרווח שישיג בהכנת units יחידות, שעלות יצורן יהיה cost  והן ימחרו כל אחת במחיר price",את מספר היחידות שימכרו,עלות היצור של יחידות אלו,המחיר ליחידה,,,,,,,,,,,,מחשב את הכיוון אליו המעלית צריכה לנוע למעלה או למטה,target_floor,current_floor,delta_of_floors,status_of_door,  ,max_benefits,benefit_entitlement ,accumulated_benefits,"use_benefit(accumulated_benefits, used_benefits)",,,,,בוליאני,0 או 1 (האם הראשון מנצח או השני),"הפרמטרים ייצגו מה כל שחקן בחר (אבן , נייר או מספריים)","מחרוזת (אבן, נייר, או מספריים) או INT (ולדוגמא 1 זה אבל, 2 נייר ו-3 מספריים)","[5,7,9]",מכפילה את גודל התמונה בהתאם לפקטור,width   = width * factor,,
2018-05-21 15:59:11,2018-05-21 16:04:47,IP Address,,24,335,False,2018-05-25 19:36:08,R_31L7NiaWIfYDHiY,,,,,,,anonymous,HE,זכר,31,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcNumberSandwichesPossible,(price-cost) *units,Psa,Psa,Psa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 13:44:38,2018-05-21 13:48:26,IP Address,,25,227,False,2018-05-25 19:36:27,R_3dM9OTF9G1Gr9B9,,,,,,,anonymous,HE,נקבה,26,4,כן,תואר שני,2,,,,,,Yes,Return size*num,Timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 16:19:49,2018-05-21 16:31:28,IP Address,,35,698,False,2018-05-25 19:36:36,R_1FyanD2Rwn0Eu58,,,,,,,anonymous,HE,נקבה,33,13,כן,דוקטורט ומעלה,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מזיז את המעלית מהקומה שבה היא נמצאת (var2) לקומה שאליה היא צריכה לנוע (var1),target_floor,current_floor,num_floors_to_move,door_state,for floors = 0:top_floor { go_up(1) open_door() },,,,,,,,,,,,,"[5,7,9]",משנה את רזולוצית התמונה פי factor (מL פיקסלים למימד לL*factor),width = width*factor,,
2018-05-21 16:16:14,2018-05-21 16:21:54,IP Address,,27,339,False,2018-05-25 19:36:36,R_A5SH6H7D7RftCSd,,,,,,,anonymous,HE,זכר,29,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,randCheeseLoc,allreadyVisited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"משנה את גודל התמונה ע""פ factor מספרי מסוים",myPict.width = resize(factor),,
2018-05-21 16:16:33,2018-05-21 16:30:03,IP Address,,48,809,False,2018-05-25 19:36:37,R_21hWL9FMXqIhyzG,,,,,,,anonymous,HE,נקבה,39,17,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid,Marks either an x or a y at the designated position ,y position,x position,()grid.draw,,,,,,,,,,,,,,,,,,,,,,,,,,Go up/down the correct number of floors to reach the destination floor,destinationFloor,currentFloor,numberOfFloors,isDoorClosed,i=0 while i &lt; numFloors (go_up(1 ()openDoor  ,,,,,,,,,,,,,,,,,,,,changes the dimensions of the picture,width = width * aspectRatio,,
